City,Metro Area,State,Year,Labor Force,Employment,Unemployment,Unemployment Rate
Amarillo,TX Metropolitan Statistical Area,Texas,2000,119126,114527,4599,3.9
Amarillo,TX Metropolitan Statistical Area,Texas,2001,119047,114447,4600,3.9
Amarillo,TX Metropolitan Statistical Area,Texas,2002,122466,116885,5581,4.6
Amarillo,TX Metropolitan Statistical Area,Texas,2003,126596,120453,6143,4.9
Amarillo,TX Metropolitan Statistical Area,Texas,2004,128383,122882,5501,4.3
Amarillo,TX Metropolitan Statistical Area,Texas,2005,128117,122965,5152,4.0
Amarillo,TX Metropolitan Statistical Area,Texas,2006,130167,125269,4898,3.8
Amarillo,TX Metropolitan Statistical Area,Texas,2007,129083,124719,4364,3.4
Amarillo,TX Metropolitan Statistical Area,Texas,2008,129735,125136,4599,3.5
Amarillo,TX Metropolitan Statistical Area,Texas,2009,132409,125470,6939,5.2
Amarillo,TX Metropolitan Statistical Area,Texas,2010,129770,122370,7400,5.7
Amarillo,TX Metropolitan Statistical Area,Texas,2011,132154,124800,7354,5.6
Amarillo,TX Metropolitan Statistical Area,Texas,2012,131424,125112,6312,4.8
Amarillo,TX Metropolitan Statistical Area,Texas,2013,130934,124829,6105,4.7
Amarillo,TX Metropolitan Statistical Area,Texas,2014,130569,125714,4855,3.7
Amarillo,TX Metropolitan Statistical Area,Texas,2015,130337,126280,4057,3.1
Amarillo,TX Metropolitan Statistical Area,Texas,2016,131804,127676,4128,3.1
Amarillo,TX Metropolitan Statistical Area,Texas,2017,130212,126283,3929,3.0
Amarillo,TX Metropolitan Statistical Area,Texas,2018,130371,126763,3608,2.8
Amarillo,TX Metropolitan Statistical Area,Texas,2019,131250,127902,3348,2.6
Amarillo,TX Metropolitan Statistical Area,Texas,2020,130618,124231,6387,4.9
Amarillo,TX Metropolitan Statistical Area,Texas,2021,134437,129205,5232,3.9
Amarillo,TX Metropolitan Statistical Area,Texas,2022,135330,131202,4128,3.1
Amarillo,TX Metropolitan Statistical Area,Texas,2023,137424,133271,4153,3.0
Ames,IA Metropolitan Statistical Area,Iowa,1990,41909,40326,1583,3.8
Ames,IA Metropolitan Statistical Area,Iowa,1991,41924,40269,1655,3.9
Ames,IA Metropolitan Statistical Area,Iowa,1992,43435,41860,1575,3.6
Ames,IA Metropolitan Statistical Area,Iowa,1993,44778,43371,1407,3.1
Ames,IA Metropolitan Statistical Area,Iowa,1994,45830,44498,1332,2.9
Ames,IA Metropolitan Statistical Area,Iowa,1995,45537,44245,1292,2.8
Ames,IA Metropolitan Statistical Area,Iowa,1996,46250,44987,1263,2.7
Ames,IA Metropolitan Statistical Area,Iowa,1997,45876,44689,1187,2.6
Ames,IA Metropolitan Statistical Area,Iowa,1998,46195,44998,1197,2.6
Ames,IA Metropolitan Statistical Area,Iowa,1999,46347,45329,1018,2.2
Ames,IA Metropolitan Statistical Area,Iowa,2000,46341,45512,829,1.8
Ames,IA Metropolitan Statistical Area,Iowa,2001,46337,45364,973,2.1
Ames,IA Metropolitan Statistical Area,Iowa,2002,47681,46465,1216,2.6
Ames,IA Metropolitan Statistical Area,Iowa,2003,47007,45682,1325,2.8
Ames,IA Metropolitan Statistical Area,Iowa,2004,46633,45246,1387,3.0
Ames,IA Metropolitan Statistical Area,Iowa,2005,46883,45452,1431,3.1
Ames,IA Metropolitan Statistical Area,Iowa,2006,47786,46546,1240,2.6
Ames,IA Metropolitan Statistical Area,Iowa,2007,48087,46748,1339,2.8
Ames,IA Metropolitan Statistical Area,Iowa,2008,48911,47372,1539,3.1
Ames,IA Metropolitan Statistical Area,Iowa,2009,49059,46733,2326,4.7
Ames,IA Metropolitan Statistical Area,Iowa,2010,53189,50916,2273,4.3
Ames,IA Metropolitan Statistical Area,Iowa,2011,53428,51283,2145,4.0
Ames,IA Metropolitan Statistical Area,Iowa,2012,53543,51624,1919,3.6
Ames,IA Metropolitan Statistical Area,Iowa,2013,54826,52998,1828,3.3
Ames,IA Metropolitan Statistical Area,Iowa,2014,56632,54999,1633,2.9
Ames,IA Metropolitan Statistical Area,Iowa,2015,57440,56019,1421,2.5
Ames,IA Metropolitan Statistical Area,Iowa,2016,57270,55939,1331,2.3
Ames,IA Metropolitan Statistical Area,Iowa,2017,57909,56779,1130,2.0
Ames,IA Metropolitan Statistical Area,Iowa,2018,58596,57648,948,1.6
Ames,IA Metropolitan Statistical Area,Iowa,2019,59173,58114,1059,1.8
Ames,IA Metropolitan Statistical Area,Iowa,2020,56620,54611,2009,3.5
Ames,IA Metropolitan Statistical Area,Iowa,2021,57416,55849,1567,2.7
Ames,IA Metropolitan Statistical Area,Iowa,2022,59305,58067,1238,2.1
Ames,IA Metropolitan Statistical Area,Iowa,2023,59645,58367,1278,2.1
Anchorage,AK Metropolitan Statistical Area,Alaska,1990,140992,132333,8659,6.1
Anchorage,AK Metropolitan Statistical Area,Alaska,1991,143175,132723,10452,7.3
Anchorage,AK Metropolitan Statistical Area,Alaska,1992,148476,136733,11743,7.9
Anchorage,AK Metropolitan Statistical Area,Alaska,1993,154215,143865,10350,6.7
Anchorage,AK Metropolitan Statistical Area,Alaska,1994,158239,148250,9989,6.3
Anchorage,AK Metropolitan Statistical Area,Alaska,1995,158577,148978,9599,6.1
Anchorage,AK Metropolitan Statistical Area,Alaska,1996,161559,151805,9754,6.0
Anchorage,AK Metropolitan Statistical Area,Alaska,1997,165313,155752,9561,5.8
Anchorage,AK Metropolitan Statistical Area,Alaska,1998,169427,160936,8491,5.0
Anchorage,AK Metropolitan Statistical Area,Alaska,1999,172083,163154,8929,5.2
Anchorage,AK Metropolitan Statistical Area,Alaska,2000,169645,160454,9191,5.4
Anchorage,AK Metropolitan Statistical Area,Alaska,2001,171988,162884,9104,5.3
Anchorage,AK Metropolitan Statistical Area,Alaska,2002,175577,164756,10821,6.2
Anchorage,AK Metropolitan Statistical Area,Alaska,2003,178740,166841,11899,6.7
Anchorage,AK Metropolitan Statistical Area,Alaska,2004,181142,169587,11555,6.4
Anchorage,AK Metropolitan Statistical Area,Alaska,2005,185528,174477,11051,6.0
Anchorage,AK Metropolitan Statistical Area,Alaska,2006,190070,179128,10942,5.8
Anchorage,AK Metropolitan Statistical Area,Alaska,2007,190575,180130,10445,5.5
Anchorage,AK Metropolitan Statistical Area,Alaska,2008,193264,182255,11009,5.7
Anchorage,AK Metropolitan Statistical Area,Alaska,2009,196129,181926,14203,7.2
Anchorage,AK Metropolitan Statistical Area,Alaska,2010,200067,185171,14896,7.4
Anchorage,AK Metropolitan Statistical Area,Alaska,2011,201620,187908,13712,6.8
Anchorage,AK Metropolitan Statistical Area,Alaska,2012,201358,188953,12405,6.2
Anchorage,AK Metropolitan Statistical Area,Alaska,2013,201356,189476,11880,5.9
Anchorage,AK Metropolitan Statistical Area,Alaska,2014,202394,190790,11604,5.7
Anchorage,AK Metropolitan Statistical Area,Alaska,2015,202533,191489,11044,5.5
Anchorage,AK Metropolitan Statistical Area,Alaska,2016,202824,190867,11957,5.9
Anchorage,AK Metropolitan Statistical Area,Alaska,2017,202036,189932,12104,6.0
Anchorage,AK Metropolitan Statistical Area,Alaska,2018,198830,187895,10935,5.5
Anchorage,AK Metropolitan Statistical Area,Alaska,2019,196378,186480,9898,5.0
Anchorage,AK Metropolitan Statistical Area,Alaska,2020,195421,179537,15884,8.1
Anchorage,AK Metropolitan Statistical Area,Alaska,2021,198431,186337,12094,6.1
Anchorage,AK Metropolitan Statistical Area,Alaska,2022,199309,191681,7628,3.8
Anchorage,AK Metropolitan Statistical Area,Alaska,2023,200533,192965,7568,3.8
Ann Arbor,MI Metropolitan Statistical Area,Michigan,1990,158755,151090,7665,4.8
Ann Arbor,MI Metropolitan Statistical Area,Michigan,1991,156651,147663,8988,5.7
Ann Arbor,MI Metropolitan Statistical Area,Michigan,1992,160557,152567,7990,5.0
Ann Arbor,MI Metropolitan Statistical Area,Michigan,1993,161167,154390,6777,4.2
Ann Arbor,MI Metropolitan Statistical Area,Michigan,1994,162626,157156,5470,3.4
Ann Arbor,MI Metropolitan Statistical Area,Michigan,1995,162141,157673,4468,2.8
Ann Arbor,MI Metropolitan Statistical Area,Michigan,1996,163938,160249,3689,2.3
Ann Arbor,MI Metropolitan Statistical Area,Michigan,1997,167866,164438,3428,2.0
Ann Arbor,MI Metropolitan Statistical Area,Michigan,1998,171653,168597,3056,1.8
Ann Arbor,MI Metropolitan Statistical Area,Michigan,1999,174743,171830,2913,1.7
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2000,185256,180782,4474,2.4
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2001,192074,186247,5827,3.0
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2002,185363,178692,6671,3.6
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2003,184641,177155,7486,4.1
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2004,187690,179790,7900,4.2
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2005,190220,181785,8435,4.4
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2006,189935,180816,9119,4.8
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2007,188162,178913,9249,4.9
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2008,186154,175542,10612,5.7
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2009,184354,168878,15476,8.4
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2010,181304,167031,14273,7.9
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2011,180647,168847,11800,6.5
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2012,182378,171675,10703,5.9
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2013,184506,173862,10644,5.8
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2014,187616,178470,9146,4.9
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2015,189301,182177,7124,3.8
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2016,192000,184914,7086,3.7
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2017,194316,187585,6731,3.5
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2018,196380,190374,6006,3.1
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2019,199498,193722,5776,2.9
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2020,194168,181098,13070,6.7
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2021,188726,180683,8043,4.3
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2022,195332,188405,6927,3.5
Ann Arbor,MI Metropolitan Statistical Area,Michigan,2023,200968,194354,6614,3.3
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,1990,51604,47895,3709,7.2
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,1991,52215,48233,3982,7.6
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,1992,53138,48427,4711,8.9
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,1993,52616,48089,4527,8.6
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,1994,52488,48389,4099,7.8
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,1995,53388,49241,4147,7.8
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,1996,52929,49628,3301,6.2
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,1997,54204,51235,2969,5.5
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,1998,54511,51906,2605,4.8
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,1999,54606,51831,2775,5.1
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2000,53244,50522,2722,5.1
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2001,51889,49001,2888,5.6
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2002,52111,48991,3120,6.0
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2003,53026,49892,3134,5.9
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2004,54074,51164,2910,5.4
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2005,53812,51409,2403,4.5
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2006,54118,51946,2172,4.0
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2007,54983,52782,2201,4.0
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2008,54574,51371,3203,5.9
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2009,53760,48278,5482,10.2
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2010,51577,45798,5779,11.2
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2011,51271,45986,5285,10.3
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2012,49717,45196,4521,9.1
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2013,48381,44068,4313,8.9
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2014,47321,43562,3759,7.9
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2015,45808,42566,3242,7.1
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2016,45450,42470,2980,6.6
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2017,46304,43960,2344,5.1
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2018,46800,44636,2164,4.6
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2019,46806,45055,1751,3.7
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2020,46910,43315,3595,7.7
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2021,46166,44307,1859,4.0
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2022,45733,44371,1362,3.0
Anniston-Oxford-Jacksonville,AL Metropolitan Statistical Area,Alabama,2023,45540,44256,1284,2.8
Appleton,WI Metropolitan Statistical Area,Wisconsin,1990,106067,101931,4136,3.9
Appleton,WI Metropolitan Statistical Area,Wisconsin,1991,107351,102712,4639,4.3
Appleton,WI Metropolitan Statistical Area,Wisconsin,1992,111617,107159,4458,4.0
Appleton,WI Metropolitan Statistical Area,Wisconsin,1993,114234,110271,3963,3.5
Appleton,WI Metropolitan Statistical Area,Wisconsin,1994,118033,113731,4302,3.6
Appleton,WI Metropolitan Statistical Area,Wisconsin,1995,121657,117681,3976,3.3
Appleton,WI Metropolitan Statistical Area,Wisconsin,1996,124448,120825,3623,2.9
Appleton,WI Metropolitan Statistical Area,Wisconsin,1997,126269,122561,3708,2.9
Appleton,WI Metropolitan Statistical Area,Wisconsin,1998,127234,123803,3431,2.7
Appleton,WI Metropolitan Statistical Area,Wisconsin,1999,127399,124249,3150,2.5
Appleton,WI Metropolitan Statistical Area,Wisconsin,2000,117345,114013,3332,2.8
Appleton,WI Metropolitan Statistical Area,Wisconsin,2001,118557,113782,4775,4.0
Appleton,WI Metropolitan Statistical Area,Wisconsin,2002,119129,112822,6307,5.3
Appleton,WI Metropolitan Statistical Area,Wisconsin,2003,120952,114371,6581,5.4
Appleton,WI Metropolitan Statistical Area,Wisconsin,2004,120280,114693,5587,4.6
Appleton,WI Metropolitan Statistical Area,Wisconsin,2005,120288,114947,5341,4.4
Appleton,WI Metropolitan Statistical Area,Wisconsin,2006,121610,116206,5404,4.4
Appleton,WI Metropolitan Statistical Area,Wisconsin,2007,122701,117076,5625,4.6
Appleton,WI Metropolitan Statistical Area,Wisconsin,2008,123804,118076,5728,4.6
Appleton,WI Metropolitan Statistical Area,Wisconsin,2009,125445,114731,10714,8.5
Appleton,WI Metropolitan Statistical Area,Wisconsin,2010,127980,118141,9839,7.7
Appleton,WI Metropolitan Statistical Area,Wisconsin,2011,127606,119133,8473,6.6
Appleton,WI Metropolitan Statistical Area,Wisconsin,2012,127482,119719,7763,6.1
Appleton,WI Metropolitan Statistical Area,Wisconsin,2013,127636,120133,7503,5.9
Appleton,WI Metropolitan Statistical Area,Wisconsin,2014,128292,122421,5871,4.6
Appleton,WI Metropolitan Statistical Area,Wisconsin,2015,129114,124220,4894,3.8
Appleton,WI Metropolitan Statistical Area,Wisconsin,2016,131266,126822,4444,3.4
Appleton,WI Metropolitan Statistical Area,Wisconsin,2017,132289,128394,3895,2.9
Appleton,WI Metropolitan Statistical Area,Wisconsin,2018,131277,127684,3593,2.7
Appleton,WI Metropolitan Statistical Area,Wisconsin,2019,131210,127515,3695,2.8
Appleton,WI Metropolitan Statistical Area,Wisconsin,2020,131310,124155,7155,5.4
Appleton,WI Metropolitan Statistical Area,Wisconsin,2021,131650,127512,4138,3.1
Appleton,WI Metropolitan Statistical Area,Wisconsin,2022,132341,129090,3251,2.5
Appleton,WI Metropolitan Statistical Area,Wisconsin,2023,133850,130456,3394,2.5
Asheville,NC Metropolitan Statistical Area,North Carolina,1990,155250,150204,5046,3.3
Asheville,NC Metropolitan Statistical Area,North Carolina,1991,159899,151774,8125,5.1
Asheville,NC Metropolitan Statistical Area,North Carolina,1992,162656,153397,9259,5.7
Asheville,NC Metropolitan Statistical Area,North Carolina,1993,163656,156147,7509,4.6
Asheville,NC Metropolitan Statistical Area,North Carolina,1994,166299,159404,6895,4.1
Asheville,NC Metropolitan Statistical Area,North Carolina,1995,167336,160826,6510,3.9
Asheville,NC Metropolitan Statistical Area,North Carolina,1996,173027,166877,6150,3.6
Asheville,NC Metropolitan Statistical Area,North Carolina,1997,177589,172141,5448,3.1
Asheville,NC Metropolitan Statistical Area,North Carolina,1998,176623,170964,5659,3.2
Asheville,NC Metropolitan Statistical Area,North Carolina,1999,177878,173224,4654,2.6
Asheville,NC Metropolitan Statistical Area,North Carolina,2000,185237,179206,6031,3.3
Asheville,NC Metropolitan Statistical Area,North Carolina,2001,188834,180181,8653,4.6
Asheville,NC Metropolitan Statistical Area,North Carolina,2002,191694,181006,10688,5.6
Asheville,NC Metropolitan Statistical Area,North Carolina,2003,196933,186889,10044,5.1
Asheville,NC Metropolitan Statistical Area,North Carolina,2004,196959,187832,9127,4.6
Asheville,NC Metropolitan Statistical Area,North Carolina,2005,199596,190267,9329,4.7
Asheville,NC Metropolitan Statistical Area,North Carolina,2006,204788,196487,8301,4.1
Asheville,NC Metropolitan Statistical Area,North Carolina,2007,206392,198331,8061,3.9
Asheville,NC Metropolitan Statistical Area,North Carolina,2008,210478,200217,10261,4.9
Asheville,NC Metropolitan Statistical Area,North Carolina,2009,211187,192094,19093,9.0
Asheville,NC Metropolitan Statistical Area,North Carolina,2010,209809,191104,18705,8.9
Asheville,NC Metropolitan Statistical Area,North Carolina,2011,211153,193298,17855,8.5
Asheville,NC Metropolitan Statistical Area,North Carolina,2012,213758,196983,16775,7.8
Asheville,NC Metropolitan Statistical Area,North Carolina,2013,214298,201017,13281,6.2
Asheville,NC Metropolitan Statistical Area,North Carolina,2014,213902,203544,10358,4.8
Asheville,NC Metropolitan Statistical Area,North Carolina,2015,217992,208031,9961,4.6
Asheville,NC Metropolitan Statistical Area,North Carolina,2016,224153,214981,9172,4.1
Asheville,NC Metropolitan Statistical Area,North Carolina,2017,225765,217541,8224,3.6
Asheville,NC Metropolitan Statistical Area,North Carolina,2018,229777,222484,7293,3.2
Asheville,NC Metropolitan Statistical Area,North Carolina,2019,233875,226540,7335,3.1
Asheville,NC Metropolitan Statistical Area,North Carolina,2020,221388,204362,17026,7.7
Asheville,NC Metropolitan Statistical Area,North Carolina,2021,227711,218052,9659,4.2
Asheville,NC Metropolitan Statistical Area,North Carolina,2022,238246,230897,7349,3.1
Asheville,NC Metropolitan Statistical Area,North Carolina,2023,241385,234599,6786,2.8
Athens-Clarke County,GA Metropolitan Statistical Area,Georgia,1990,69193,65239,3954,5.7
Athens-Clarke County,GA Metropolitan Statistical Area,Georgia,1991,69053,66097,2956,4.3
Athens-Clarke County,GA Metropolitan Statistical Area,Georgia,1992,68870,65443,3427,5.0
Athens-Clarke County,GA Metropolitan Statistical Area,Georgia,1993,70028,67204,2824,4.0
Athens-Clarke County,GA Metropolitan Statistical Area,Georgia,1994,71888,69289,2599,3.6
Athens-Clarke County,GA Metropolitan Statistical Area,Georgia,1995,74922,72512,2410,3.2
Athens-Clarke County,GA Metropolitan Statistical Area,Georgia,1996,77017,74525,2492,3.2
